id,type,properties,mentions,article_id,text
person:jeff_merkley,Person,"{'name': 'Jeff Merkley', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Senator Jeff Merkley'],article_id,Person Jeff Merkley Senator Jeff Merkley
project:wikihouse,Project,"{'name': 'WikiHouse', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['WikiHouse'],article_id,Project WikiHouse WikiHouse
person:simon_dale,Person,"{'name': 'Simon Dale', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Simon Dale'],article_id,Person Simon Dale Simon Dale
company:enact_systems,Company,"{'name': 'enACT SYSTEMS', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['enAct', 'enACT SYSTEMS']",article_id,Company enACT SYSTEMS enAct enACT SYSTEMS
company:longman_suntech_energy,Company,"{'name': 'Longman Suntech Energy', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Longman Suntech', 'Longman Suntech Energy']",article_id,Company Longman Suntech Energy Longman Suntech Longman Suntech Energy
company:khaya,Company,"{'name': 'Khaya', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Khaya'],article_id,Company Khaya Khaya
company:solarbrush,Company,"{'name': 'Solarbrush', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Solarbrush'],article_id,Company Solarbrush Solarbrush
technology:thin_film_photovoltaic_cells,Technology,"{'name': 'thin-film photovoltaic cells', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['thin-film photovoltaic cells'],article_id,Technology thin-film photovoltaic cells thin-film photovoltaic cells
company:xunlight,Company,"{'name': 'Xunlight', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Xunlight'],article_id,Company Xunlight Xunlight
technology:rollable_film_of_solar_cells,Technology,"{'name': 'rollable film of solar cells', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['rollable film of solar cells'],article_id,Technology rollable film of solar cells rollable film of solar cells
company:better_place,Company,"{'name': 'Better Place', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Better Place'],article_id,Company Better Place Better Place
company:mesa_power,Company,"{'name': 'Mesa Power', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Mesa Power'],article_id,Company Mesa Power Mesa Power
project:negev_desert_virtual_oilfield,Project,"{'name': 'Negev Desert Virtual Oilfield', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': '2 gigawatts', 'location': 'Negev Desert', 'time_period': '10 years', 'location_type': None, 'role_in_solar_energy_space': None}",['virtual oilfield in the Negev Desert'],article_id,Project Negev Desert Virtual Oilfield virtual oilfield in the Negev Desert 2 gigawatts Negev Desert 10 years
person:t_boone_pickens,Person,"{'name': 'T. Boone Pickens', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'Founder of Mesa Power'}","['T. Boone Pickens', 'Pickens']",article_id,Person T. Boone Pickens T. Boone Pickens Pickens Founder of Mesa Power
project:texas_panhandle_wind_farm,Project,"{'name': 'Texas Panhandle Wind Farm', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': 'Texas Panhandle', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","[""world's largest wind farm in the Texas Panhandle""]",article_id,Project Texas Panhandle Wind Farm world's largest wind farm in the Texas Panhandle Texas Panhandle
location:texas_panhandle,Location,"{'name': 'Texas Panhandle', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'region', 'role_in_solar_energy_space': None}",['Texas Panhandle'],article_id,Location Texas Panhandle Texas Panhandle region
organization:calcef,Organization,"{'name': 'CalCEF', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'nonprofit', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['CalCEF'],article_id,Organization CalCEF CalCEF nonprofit
person:danny_kennedy,Person,"{'name': 'Danny Kennedy', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'Managing Director of CalCEF'}",['Danny Kennedy'],article_id,Person Danny Kennedy Danny Kennedy Managing Director of CalCEF
organization:calcharge,Organization,"{'name': 'CalCharge', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'industry association', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['CalCharge'],article_id,Organization CalCharge CalCharge industry association
organization:lawrence_livermore_national_lab,Organization,"{'name': 'Lawrence Livermore National Lab', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'lab', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Lawrence Livermore National Lab'],article_id,Organization Lawrence Livermore National Lab Lawrence Livermore National Lab lab
project:levis_stadium,Project,"{'name': ""Levi's Stadium"", 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': '375 kilowatts', 'location': 'Santa Clara', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","[""Levi's Stadium""]",article_id,Project Levi's Stadium Levi's Stadium 375 kilowatts Santa Clara
policy:clean_air_act,Policy,"{'name': 'Clean Air Act', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'legislation', 'jurisdiction': 'United States', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Clean Air Act'],article_id,Policy Clean Air Act Clean Air Act legislation United States
policy:ghg_tailoring_rule,Policy,"{'name': 'GHG tailoring rule', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'regulation', 'jurisdiction': 'United States', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['GHG tailoring rule'],article_id,Policy GHG tailoring rule GHG tailoring rule regulation United States
company:recurrent_energy,Company,"{'name': 'Recurrent Energy', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Recurrent Energy'],article_id,Company Recurrent Energy Recurrent Energy
company:kkr,Company,"{'name': 'KKR', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['KKR', 'Global investment firm KKR']",article_id,Company KKR KKR Global investment firm KKR
project:victor_phelan_solar_power_project,Project,"{'name': 'Victor Phelan solar power project', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': 'San Bernardino, CA', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Victor Phelan solar power project'],article_id,"Project Victor Phelan solar power project Victor Phelan solar power project San Bernardino, CA"
location:san_bernardino_ca,Location,"{'name': 'San Bernardino, CA', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}","['San Bernardino, CA']",article_id,"Location San Bernardino, CA San Bernardino, CA city"
person:alex_honnold,Person,"{'name': 'Alex Honnold', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Alex Honnold', 'Honnold']",article_id,Person Alex Honnold Alex Honnold Honnold
organization:honnold_foundation,Organization,"{'name': 'Honnold Foundation', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Honnold Foundation', 'his foundation']",article_id,Organization Honnold Foundation Honnold Foundation his foundation
location:angola,Location,"{'name': 'Angola', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'country', 'role_in_solar_energy_space': None}","['Angola', 'the southwest African country']",article_id,Location Angola Angola the southwest African country country
policy:clean_energy_cashback,Policy,"{'name': 'Clean Energy Cashback', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'tariff', 'jurisdiction': 'UK', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Clean Energy Cashback', 'feed-in tariff', 'FIT']",article_id,Policy Clean Energy Cashback Clean Energy Cashback feed-in tariff FIT tariff UK
organization:renewable_energy_association,Organization,"{'name': 'Renewable Energy Association', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'association', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Renewable Energy Association'],article_id,Organization Renewable Energy Association Renewable Energy Association association
organization:uk_green_building_council,Organization,"{'name': 'UK Green Building Council', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'council', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['UK Green Building Council'],article_id,Organization UK Green Building Council UK Green Building Council council
organization:home_builders_federation,Organization,"{'name': 'Home Builders Federation', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'federation', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Home Builders Federation'],article_id,Organization Home Builders Federation Home Builders Federation federation
organization:country_land_and_business_association_limited,Organization,"{'name': 'Country Land and Business Association Limited', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'association', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Country Land and Business Association Limited'],article_id,Organization Country Land and Business Association Limited Country Land and Business Association Limited association
organization:cal_fire,Organization,"{'name': 'Cal Fire', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'fire department', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Cal Fire'],article_id,Organization Cal Fire Cal Fire fire department
organization:san_jose_fire_department,Organization,"{'name': 'San Jose Fire Department', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'fire department', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['San Jose Fire Department'],article_id,Organization San Jose Fire Department San Jose Fire Department fire department
organization:energy_institute_at_the_university_of_texas_at_austin,Organization,"{'name': 'Energy Institute at The University of Texas at Austin', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'research_institute', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Energy Institute at The University of Texas at Austin'],article_id,Organization Energy Institute at The University of Texas at Austin Energy Institute at The University of Texas at Austin research_institute
project:frederick_solar_manufacturing_plant,Project,"{'name': 'Frederick Solar Manufacturing Plant', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': 'Frederick', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['solar-panel manufacturing plant in Frederick', 'Frederick plant']",article_id,Project Frederick Solar Manufacturing Plant solar-panel manufacturing plant in Frederick Frederick plant Frederick
location:frederick,Location,"{'name': 'Frederick', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}",['Frederick'],article_id,Location Frederick Frederick city
company:sunoasis,Company,"{'name': 'SunOasis', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['SunOasis'],article_id,Company SunOasis SunOasis
company:jabil_circuit,Company,"{'name': 'Jabil Circuit', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Jabil Circuit'],article_id,Company Jabil Circuit Jabil Circuit
location:xian,Location,"{'name': 'Xian', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}",['Xian'],article_id,Location Xian Xian city
location:chihuahua,Location,"{'name': 'Chihuahua', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}",['Chihuahua'],article_id,Location Chihuahua Chihuahua city
technology:solar_canopy,Technology,"{'name': 'Solar Canopy', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Solar Canopy'],article_id,Technology Solar Canopy Solar Canopy
company:sunora_energy_solutions,Company,"{'name': 'Sunora Energy Solutions', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Sunora Energy Solutions'],article_id,Company Sunora Energy Solutions Sunora Energy Solutions
project:mini_canopy,Project,"{'name': 'Mini Canopy', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': '2.4 kilowatts', 'location': 'Laguna Niguel, Calif.', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['mini canopy'],article_id,"Project Mini Canopy mini canopy 2.4 kilowatts Laguna Niguel, Calif."
location:laguna_niguel_calif,Location,"{'name': 'Laguna Niguel, Calif.', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}","['Laguna Niguel, Calif.']",article_id,"Location Laguna Niguel, Calif. Laguna Niguel, Calif. city"
policy:san_diego_renewable_energy_ordinance,Policy,"{'name': 'San Diego Renewable Energy Ordinance', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'legislation', 'jurisdiction': 'San Diego', 'enactment_year': 2015, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['ordinance', 'the San Diego ordinance']",article_id,Policy San Diego Renewable Energy Ordinance ordinance the San Diego ordinance legislation San Diego 2015
person:kevin_l_faulconer,Person,"{'name': 'Kevin L. Faulconer', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'Mayor of San Diego'}","['Kevin L. Faulconer', 'the mayor']",article_id,Person Kevin L. Faulconer Kevin L. Faulconer the mayor Mayor of San Diego
person:evan_gillespie,Person,"{'name': 'Evan Gillespie', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': ""Director of the Sierra Club's clean energy campaign in California""}",['Evan Gillespie'],article_id,Person Evan Gillespie Evan Gillespie Director of the Sierra Club's clean energy campaign in California
person:nicole_capretz,Person,"{'name': 'Nicole Capretz', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'Environmental advocate'}","['Nicole Capretz', 'Ms. Capretz']",article_id,Person Nicole Capretz Nicole Capretz Ms. Capretz Environmental advocate
policy:state_tax_credit,Policy,"{'name': 'State Tax Credit', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'tax_credit', 'jurisdiction': 'state', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['state tax credit'],article_id,Policy State Tax Credit state tax credit tax_credit state
company:arizona_power_service,Company,"{'name': 'Arizona Power Service', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Arizona Power Service', 'APS']",article_id,Company Arizona Power Service Arizona Power Service APS
company:blue_horizon_energy,Company,"{'name': 'Blue Horizon Energy', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Blue Horizon Energy'],article_id,Company Blue Horizon Energy Blue Horizon Energy
project:grandview_tire_and_auto_solar_installation,Project,"{'name': 'Grandview Tire and Auto Solar Installation', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': '117 panels', 'location': 'Edina, Minn.', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['solar panels', 'the system']",article_id,"Project Grandview Tire and Auto Solar Installation solar panels the system 117 panels Edina, Minn."
policy:property_assessed_clean_energy_financing,Policy,"{'name': 'Property Assessed Clean Energy financing', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'government_program', 'jurisdiction': 'United States', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Property Assessed Clean Energy financing', 'PACE']",article_id,Policy Property Assessed Clean Energy financing Property Assessed Clean Energy financing PACE government_program United States
organization:pacenow,Organization,"{'name': 'PACENow', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'nonprofit', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['PACENow', 'the group']",article_id,Organization PACENow PACENow the group nonprofit
governmentagency:federal_housing_finance_agency,GovernmentAgency,"{'name': 'Federal Housing Finance Agency', 'ticker': None, 'headquarters': None, 'country': 'United States', 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Federal Housing Finance Agency', 'F.H.F.A.']",article_id,GovernmentAgency Federal Housing Finance Agency Federal Housing Finance Agency F.H.F.A. United States federal
governmentagency:us_congress,GovernmentAgency,"{'name': 'U.S. Congress', 'ticker': None, 'headquarters': None, 'country': 'United States', 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Congress', 'Democrats and Republicans']",article_id,GovernmentAgency U.S. Congress Congress Democrats and Republicans United States federal
project:space_based_solar_power_plant,Project,"{'name': 'space-based solar power plant', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': '200-megawatt', 'location': 'orbit', 'time_period': '2016', 'location_type': None, 'role_in_solar_energy_space': None}","['space-based solar power plant', 'solar power plant in space', 'solar station']",article_id,Project space-based solar power plant space-based solar power plant solar power plant in space solar station 200-megawatt orbit 2016
location:fresno_california,Location,"{'name': 'Fresno, California', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}","['Fresno, Calif.']",article_id,"Location Fresno, California Fresno, Calif. city"
location:los_angeles_region,Location,"{'name': 'Los Angeles region', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'region', 'role_in_solar_energy_space': None}",['Los Angeles region'],article_id,Location Los Angeles region Los Angeles region region
technology:tesla_battery_system,Technology,"{'name': 'Tesla battery system', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Tesla battery system', 'battery system']",article_id,Technology Tesla battery system Tesla battery system battery system
governmentagency:department_of_energy_office_of_energy_efficiency_renewable_energy,GovernmentAgency,"{'name': 'Department of Energy Office of Energy Efficiency & Renewable Energy', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Department of Energy Office of Energy Efficiency & Renewable Energy'],article_id,GovernmentAgency Department of Energy Office of Energy Efficiency & Renewable Energy Department of Energy Office of Energy Efficiency & Renewable Energy federal
location:nipton_california,Location,"{'name': 'Nipton, California', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}","['Nipton, Calif.', 'Nipton']",article_id,"Location Nipton, California Nipton, Calif. Nipton city"
person:gerald_freeman,Person,"{'name': 'Gerald Freeman', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'Owner of Nipton, California'}","['Gerald Freeman', 'Mr. Freeman']",article_id,"Person Gerald Freeman Gerald Freeman Mr. Freeman Owner of Nipton, California"
technology:hydrogen_system,Technology,"{'name': 'hydrogen system', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['hydrogen system'],article_id,Technology hydrogen system hydrogen system
company:skyline,Company,"{'name': 'Skyline', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Skyline'],article_id,Company Skyline Skyline
project:cochin_international_airport_solar_power_plant,Project,"{'name': 'Cochin International Airport Solar Power Plant', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': '48,000 units per day', 'location': 'Kerala, India', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Cochin International Airport', ""the airport's solar power plant"", 'Cochin International']",article_id,"Project Cochin International Airport Solar Power Plant Cochin International Airport the airport's solar power plant Cochin International 48,000 units per day Kerala, India"
